underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,open_interest
SPY,2023-10-24 16:00:00,SPY,2023-10-24,350.000,C,73.0000,73.0000,71.5200,71.5200,2,1,72.1500,10,75.3000,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
SPY,2023-10-24 16:15:00,SPY,2023-10-24,350.000,C,0.0000,0.0000,0.0000,0.0000,0,6,72.6800,2,75.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8
SPY,2023-10-24 16:00:00,SPY,2023-10-24,350.000,P,0.0100,0.0100,0.0100,0.0100,1,0,0.0000,387,0.0100,423.6200,423.6300,0.0000,423.6250,8.0375,-0.0008,0.0001,-0.0050,0.0001,0.0000,264
SPY,2023-10-24 16:15:00,SPY,2023-10-24,350.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,358,0.0100,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,264
SPY,2023-10-24 16:00:00,SPY,2023-10-24,360.000,C,0.0000,0.0000,0.0000,0.0000,0,1,62.1500,10,65.3100,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:15:00,SPY,2023-10-24,360.000,C,0.0000,0.0000,0.0000,0.0000,0,6,62.7000,2,65.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:00:00,SPY,2023-10-24,360.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,387,0.0100,423.6200,423.6300,0.0000,423.6250,6.9299,-0.0009,0.0001,-0.0050,0.0001,0.0000,30
SPY,2023-10-24 16:15:00,SPY,2023-10-24,360.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,358,0.0100,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30
SPY,2023-10-24 16:00:00,SPY,2023-10-24,363.000,C,0.0000,0.0000,0.0000,0.0000,0,1,59.1500,10,62.3100,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:15:00,SPY,2023-10-24,363.000,C,0.0000,0.0000,0.0000,0.0000,0,6,59.6800,2,62.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:00:00,SPY,2023-10-24,363.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,387,0.0100,423.6200,423.6300,0.0000,423.6250,6.6016,-0.0009,0.0002,-0.0050,0.0001,0.0000,3908
SPY,2023-10-24 16:15:00,SPY,2023-10-24,363.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,358,0.0100,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3908
SPY,2023-10-24 16:00:00,SPY,2023-10-24,364.000,C,0.0000,0.0000,0.0000,0.0000,0,1,58.1500,10,61.3100,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:15:00,SPY,2023-10-24,364.000,C,0.0000,0.0000,0.0000,0.0000,0,6,58.6800,2,61.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:00:00,SPY,2023-10-24,364.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,541,0.0100,423.6200,423.6300,0.0000,423.6250,6.4926,-0.0009,0.0002,-0.0050,0.0001,0.0000,6390
SPY,2023-10-24 16:15:00,SPY,2023-10-24,364.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,102,0.0100,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6390
SPY,2023-10-24 16:00:00,SPY,2023-10-24,365.000,C,0.0000,0.0000,0.0000,0.0000,0,1,57.1500,10,60.3100,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:15:00,SPY,2023-10-24,365.000,C,0.0000,0.0000,0.0000,0.0000,0,6,57.6800,2,60.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:00:00,SPY,2023-10-24,365.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,387,0.0100,423.6200,423.6300,0.0000,423.6250,6.3837,-0.0009,0.0002,-0.0050,0.0001,0.0000,200
SPY,2023-10-24 16:15:00,SPY,2023-10-24,365.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,358,0.0100,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200
SPY,2023-10-24 16:00:00,SPY,2023-10-24,366.000,C,0.0000,0.0000,0.0000,0.0000,0,1,56.1500,10,59.3100,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:15:00,SPY,2023-10-24,366.000,C,0.0000,0.0000,0.0000,0.0000,0,6,56.6800,2,59.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:00:00,SPY,2023-10-24,366.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,387,0.0100,423.6200,423.6300,0.0000,423.6250,6.2750,-0.0010,0.0002,-0.0050,0.0001,0.0000,268
SPY,2023-10-24 16:15:00,SPY,2023-10-24,366.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,358,0.0100,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,268
SPY,2023-10-24 16:00:00,SPY,2023-10-24,367.000,C,0.0000,0.0000,0.0000,0.0000,0,1,55.1500,10,58.3100,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:15:00,SPY,2023-10-24,367.000,C,0.0000,0.0000,0.0000,0.0000,0,6,55.6800,2,58.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:00:00,SPY,2023-10-24,367.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,387,0.0100,423.6200,423.6300,0.0000,423.6250,6.1665,-0.0010,0.0002,-0.0050,0.0001,0.0000,447
SPY,2023-10-24 16:15:00,SPY,2023-10-24,367.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,358,0.0100,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,447
SPY,2023-10-24 16:00:00,SPY,2023-10-24,368.000,C,0.0000,0.0000,0.0000,0.0000,0,1,54.1500,10,57.3100,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:15:00,SPY,2023-10-24,368.000,C,0.0000,0.0000,0.0000,0.0000,0,6,54.6800,2,57.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:00:00,SPY,2023-10-24,368.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,387,0.0100,423.6200,423.6300,0.0000,423.6250,6.0582,-0.0010,0.0002,-0.0050,0.0001,0.0000,429
SPY,2023-10-24 16:15:00,SPY,2023-10-24,368.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,101,0.0100,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,429
SPY,2023-10-24 16:00:00,SPY,2023-10-24,369.000,C,0.0000,0.0000,0.0000,0.0000,0,1,53.1500,10,56.3100,423.6200,423.6300,0.0000,423.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:15:00,SPY,2023-10-24,369.000,C,0.0000,0.0000,0.0000,0.0000,0,6,53.6800,2,56.7600,423.8600,423.8700,0.0000,423.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-24 16:00:00,SPY,2023-10-24,369.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,387,0.0100,423.6200,423.6300,0.0000,423.6250,5.9500,-0.0010,0.0002,-0.0050,0.0001,0.0000,3264
SPY,2023-10-24 16:15:00,SPY,2023-10-24,369.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,358,0.0100,423.8600,423.8700,0.0000,423.8650,8.4495,-0.0010,0.0002,-0.0050,0.0001,0.0000,3264
