underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,open_interest
SPY,2023-10-11 16:00:00,SPY,2023-10-11,340.000,C,93.9600,93.9600,93.9600,93.9600,2,3,95.2200,107,97.5400,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
SPY,2023-10-11 16:15:00,SPY,2023-10-11,340.000,C,0.0000,0.0000,0.0000,0.0000,0,100,96.6400,100,97.7000,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
SPY,2023-10-11 16:00:00,SPY,2023-10-11,340.000,P,0.0100,0.0100,0.0100,0.0100,1,0,0.0000,5348,0.0100,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,318
SPY,2023-10-11 16:15:00,SPY,2023-10-11,340.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,178,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,318
SPY,2023-10-11 16:00:00,SPY,2023-10-11,350.000,C,0.0000,0.0000,0.0000,0.0000,0,105,85.1600,107,87.5400,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,350.000,C,0.0000,0.0000,0.0000,0.0000,0,100,86.6400,100,87.7000,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,350.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5096,0.0100,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64
SPY,2023-10-11 16:15:00,SPY,2023-10-11,350.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,177,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64
SPY,2023-10-11 16:00:00,SPY,2023-10-11,360.000,C,73.9700,73.9700,73.9700,73.9700,2,4,75.1800,108,77.5200,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,360.000,C,0.0000,0.0000,0.0000,0.0000,0,100,76.6400,100,77.7200,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,360.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5140,0.0100,436.3000,436.3100,0.0000,436.3050,8.0836,-0.0007,0.0001,-0.0050,0.0001,0.0000,601
SPY,2023-10-11 16:15:00,SPY,2023-10-11,360.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,178,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,601
SPY,2023-10-11 16:00:00,SPY,2023-10-11,362.000,C,0.0000,0.0000,0.0000,0.0000,0,106,73.1500,108,75.6400,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,362.000,C,0.0000,0.0000,0.0000,0.0000,0,100,74.5500,100,75.6000,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,362.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5096,0.0100,436.3000,436.3100,0.0000,436.3050,7.8670,-0.0008,0.0001,-0.0050,0.0001,0.0000,35
SPY,2023-10-11 16:15:00,SPY,2023-10-11,362.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,177,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35
SPY,2023-10-11 16:00:00,SPY,2023-10-11,363.000,C,0.0000,0.0000,0.0000,0.0000,0,106,72.1500,107,74.6200,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,363.000,C,0.0000,0.0000,0.0000,0.0000,0,100,73.5500,100,74.5800,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,363.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5100,0.0100,436.3000,436.3100,0.0000,436.3050,7.7590,-0.0008,0.0001,-0.0050,0.0001,0.0000,50
SPY,2023-10-11 16:15:00,SPY,2023-10-11,363.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,178,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50
SPY,2023-10-11 16:00:00,SPY,2023-10-11,364.000,C,0.0000,0.0000,0.0000,0.0000,0,105,71.1600,108,73.7200,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,364.000,C,0.0000,0.0000,0.0000,0.0000,0,100,72.5500,100,73.6000,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,364.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5096,0.0100,436.3000,436.3100,0.0000,436.3050,7.6512,-0.0008,0.0001,-0.0050,0.0001,0.0000,740
SPY,2023-10-11 16:15:00,SPY,2023-10-11,364.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,177,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,740
SPY,2023-10-11 16:00:00,SPY,2023-10-11,365.000,C,0.0000,0.0000,0.0000,0.0000,0,107,69.9700,107,72.6200,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,365.000,C,0.0000,0.0000,0.0000,0.0000,0,100,71.5500,100,72.6000,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,365.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5096,0.0100,436.3000,436.3100,0.0000,436.3050,7.5436,-0.0008,0.0001,-0.0050,0.0001,0.0000,6
SPY,2023-10-11 16:15:00,SPY,2023-10-11,365.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,177,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6
SPY,2023-10-11 16:00:00,SPY,2023-10-11,366.000,C,0.0000,0.0000,0.0000,0.0000,0,2,69.2100,108,71.5800,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
SPY,2023-10-11 16:15:00,SPY,2023-10-11,366.000,C,0.0000,0.0000,0.0000,0.0000,0,100,70.5500,100,71.6000,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3
SPY,2023-10-11 16:00:00,SPY,2023-10-11,366.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5256,0.0100,436.3000,436.3100,0.0000,436.3050,7.4362,-0.0008,0.0001,-0.0050,0.0001,0.0000,1069
SPY,2023-10-11 16:15:00,SPY,2023-10-11,366.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,178,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1069
SPY,2023-10-11 16:00:00,SPY,2023-10-11,367.000,C,0.0000,0.0000,0.0000,0.0000,0,99,68.0600,107,70.5600,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,367.000,C,0.0000,0.0000,0.0000,0.0000,0,100,69.5500,100,70.5800,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,367.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5096,0.0100,436.3000,436.3100,0.0000,436.3050,7.3290,-0.0008,0.0001,-0.0050,0.0001,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,367.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,177,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,368.000,C,0.0000,0.0000,0.0000,0.0000,0,105,67.1600,108,69.7200,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,368.000,C,0.0000,0.0000,0.0000,0.0000,0,100,68.5500,100,69.7200,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,368.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5096,0.0100,436.3000,436.3100,0.0000,436.3050,7.2220,-0.0008,0.0001,-0.0050,0.0001,0.0000,1
SPY,2023-10-11 16:15:00,SPY,2023-10-11,368.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,177,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
SPY,2023-10-11 16:00:00,SPY,2023-10-11,369.000,C,0.0000,0.0000,0.0000,0.0000,0,100,66.5000,107,68.5200,436.3000,436.3100,0.0000,436.3050,7.4859,0.9986,0.0002,-0.0093,0.0001,0.0003,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,369.000,C,0.0000,0.0000,0.0000,0.0000,0,100,67.5500,100,68.7000,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,369.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5096,0.0100,436.3000,436.3100,0.0000,436.3050,7.1153,-0.0008,0.0001,-0.0050,0.0001,0.0000,0
SPY,2023-10-11 16:15:00,SPY,2023-10-11,369.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,177,0.0100,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
SPY,2023-10-11 16:00:00,SPY,2023-10-11,370.000,C,63.8000,63.8000,63.8000,63.8000,1,7,65.1400,107,67.5200,436.3000,436.3100,0.0000,436.3050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
SPY,2023-10-11 16:15:00,SPY,2023-10-11,370.000,C,0.0000,0.0000,0.0000,0.0000,0,100,66.5500,100,67.7200,437.1400,437.1600,0.0000,437.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
