timestamp,open,close,volume
2023-10-30 09:30:00,413.56,413.77,637828.0
2023-10-30 09:31:00,413.78,413.882,322290.0
2023-10-30 09:32:00,413.91,414.14,455364.0
2023-10-30 09:33:00,414.13,414.205,269190.0
2023-10-30 09:34:00,414.205,414.27,330914.0
2023-10-30 09:35:00,414.28,414.15,271060.0
2023-10-30 09:36:00,414.16,414.29,231357.0
2023-10-30 09:37:00,414.29,414.58,334819.0
2023-10-30 09:38:00,414.57,414.71,361193.0
2023-10-30 09:39:00,414.71,414.72,183707.0
2023-10-30 09:40:00,414.73,414.57,234917.0
2023-10-30 09:41:00,414.565,414.67,132622.0
2023-10-30 09:42:00,414.68,414.89,248258.0
2023-10-30 09:43:00,414.88,414.795,188396.0
2023-10-30 09:44:00,414.79,414.765,119908.0
2023-10-30 09:45:00,414.78,414.99,205593.0
2023-10-30 09:46:00,414.97,415.01,162984.0
2023-10-30 09:47:00,415.01,415.07,190457.0
2023-10-30 09:48:00,415.07,415.08,242833.0
2023-10-30 09:49:00,415.08,415.093,206164.0
2023-10-30 09:50:00,415.1,415.2,201916.0
2023-10-30 09:51:00,415.23,415.16,231135.0
2023-10-30 09:52:00,415.17,414.86,360950.0
2023-10-30 09:53:00,414.865,415.0,295288.0
2023-10-30 09:54:00,415.01,415.07,152982.0
2023-10-30 09:55:00,415.06,415.171,304203.0
2023-10-30 09:56:00,415.18,415.25,206347.0
2023-10-30 09:57:00,415.255,415.14,169283.0
2023-10-30 09:58:00,415.15,414.95,159185.0
2023-10-30 09:59:00,414.95,414.9,264925.0
2023-10-30 10:00:00,414.895,414.69,227290.0
2023-10-30 10:01:00,414.71,414.77,229838.0
2023-10-30 10:02:00,414.77,414.52,536198.0
2023-10-30 10:03:00,414.52,414.31,320660.0
2023-10-30 10:04:00,414.32,414.25,238383.0
2023-10-30 10:05:00,414.25,414.2,290315.0
2023-10-30 10:06:00,414.19,414.37,238238.0
2023-10-30 10:07:00,414.39,414.59,238327.0
2023-10-30 10:08:00,414.59,414.685,339396.0
2023-10-30 10:09:00,414.68,414.58,383926.0
2023-10-30 10:10:00,414.57,414.308,202550.0
2023-10-30 10:11:00,414.292,413.99,196194.0
2023-10-30 10:12:00,414.0,414.23,230755.0
2023-10-30 10:13:00,414.239,414.05,200367.0
2023-10-30 10:14:00,414.05,413.875,257460.0
2023-10-30 10:15:00,413.87,413.73,394484.0
2023-10-30 10:16:00,413.72,413.755,188471.0
2023-10-30 10:17:00,413.755,413.44,383537.0
2023-10-30 10:18:00,413.435,413.12,262294.0
2023-10-30 10:19:00,413.115,413.33,238659.0
2023-10-30 10:20:00,413.34,413.24,227665.0
2023-10-30 10:21:00,413.24,413.07,198687.0
2023-10-30 10:22:00,413.07,413.05,276622.0
2023-10-30 10:23:00,413.04,413.07,166001.0
2023-10-30 10:24:00,413.04,413.05,306645.0
2023-10-30 10:25:00,413.04,413.06,994674.0
2023-10-30 10:26:00,413.08,413.01,193469.0
2023-10-30 10:27:00,412.99,413.02,180603.0
2023-10-30 10:28:00,413.01,412.69,296693.0
2023-10-30 10:29:00,412.69,412.99,502431.0
2023-10-30 10:30:00,412.99,412.79,261222.0
2023-10-30 10:31:00,412.8,412.75,197347.0
2023-10-30 10:32:00,412.75,412.78,428068.0
2023-10-30 10:33:00,412.79,412.81,91739.0
2023-10-30 10:34:00,412.81,412.86,478423.0
2023-10-30 10:35:00,412.87,413.04,526443.0
2023-10-30 10:36:00,413.05,412.93,258339.0
2023-10-30 10:37:00,412.94,412.74,168222.0
2023-10-30 10:38:00,412.76,412.795,136614.0
2023-10-30 10:39:00,412.78,412.72,159573.0
2023-10-30 10:40:00,412.74,412.86,164933.0
2023-10-30 10:41:00,412.859,412.985,112146.0
2023-10-30 10:42:00,412.97,412.66,176834.0
2023-10-30 10:43:00,412.66,412.59,261528.0
2023-10-30 10:44:00,412.59,412.32,212331.0
2023-10-30 10:45:00,412.33,412.84,520323.0
2023-10-30 10:46:00,412.85,412.9,162856.0
2023-10-30 10:47:00,412.89,413.01,151600.0
2023-10-30 10:48:00,413.01,412.99,123338.0
2023-10-30 10:49:00,412.99,412.89,93306.0
2023-10-30 10:50:00,412.88,413.04,86854.0
2023-10-30 10:51:00,413.04,413.385,239987.0
2023-10-30 10:52:00,413.38,413.33,163204.0
2023-10-30 10:53:00,413.315,413.39,118664.0
2023-10-30 10:54:00,413.38,413.29,133913.0
2023-10-30 10:55:00,413.3,413.04,258155.0
2023-10-30 10:56:00,413.045,412.95,151816.0
2023-10-30 10:57:00,412.95,412.9,391553.0
2023-10-30 10:58:00,412.89,412.885,72892.0
2023-10-30 10:59:00,412.88,413.02,79775.0
2023-10-30 11:00:00,413.03,413.45,198645.0
2023-10-30 11:01:00,413.455,413.53,179787.0
