datetime,open,high,low,close,volume
2023-11-01 12:54:00,4208.70996,4208.77979,4208.08984,4208.2998,2962000
2023-11-01 12:53:00,4208.18994,4209.02002,4207.8999,4208.7002,3554000
2023-11-01 12:52:00,4207.62012,4208.1499,4206.93994,4208.1499,3119000
2023-11-01 12:51:00,4206.99023,4207.66992,4206.45996,4207.5498,2641000
2023-11-01 12:50:00,4207.41016,4207.95996,4206.85986,4206.95996,3243000
2023-11-01 12:49:00,4207.22998,4207.93018,4207.22998,4207.31982,2698000
2023-11-01 12:48:00,4207.85986,4208.18994,4206.95996,4207.22021,3287000
2023-11-01 12:47:00,4205.68994,4207.77979,4205.41992,4207.77002,3971000
2023-11-01 12:46:00,4207.33008,4207.37988,4205.49023,4205.66992,3926000
2023-11-01 12:45:00,4206.0,4207.22998,4206.0,4207.22998,4117000
2023-11-01 12:44:00,4204.93018,4205.95996,4204.81006,4205.93018,3534000
2023-11-01 12:43:00,4205.58984,4205.58984,4204.20996,4204.91992,3782000
2023-11-01 12:42:00,4204.2998,4205.58984,4204.12988,4205.56982,4357000
2023-11-01 12:41:00,4205.29004,4205.31006,4204.1499,4204.27979,3521000
2023-11-01 12:40:00,4207.6499,4207.72021,4204.97998,4205.3501,4529000
2023-11-01 12:39:00,4208.4502,4208.68018,4207.47021,4207.64014,4321000
2023-11-01 12:38:00,4210.68018,4210.68018,4208.77002,4208.77002,3738000
2023-11-01 12:37:00,4211.47021,4211.47021,4210.06982,4210.77002,3305000
2023-11-01 12:36:00,4210.81982,4211.41016,4210.08008,4211.39014,3990000
2023-11-01 12:35:00,4212.56006,4212.7002,4210.81006,4210.8501,3698000
2023-11-01 12:34:00,4213.87012,4214.04004,4212.41992,4212.56006,3846000
2023-11-01 12:33:00,4213.12988,4213.91016,4212.97021,4213.91016,3236000
2023-11-01 12:32:00,4212.02002,4213.1499,4212.02002,4213.1499,4087000
2023-11-01 12:31:00,4212.20996,4212.29004,4211.31982,4212.00977,3444000
2023-11-01 12:30:00,4211.00977,4212.27979,4210.87988,4212.20996,4348000
2023-11-01 12:29:00,4211.37012,4211.39014,4210.81982,4211.02002,3299000
2023-11-01 12:28:00,4211.18994,4211.31006,4210.66992,4211.29004,3447000
2023-11-01 12:27:00,4210.56006,4211.27002,4210.24023,4211.18994,3332000
2023-11-01 12:26:00,4210.37988,4210.58008,4209.7002,4210.58008,3296000
2023-11-01 12:25:00,4211.5,4211.58008,4210.12988,4210.43018,3659000
2023-11-01 12:24:00,4211.62012,4211.87988,4211.41992,4211.50977,3527000
2023-11-01 12:23:00,4211.72021,4211.72021,4210.56982,4211.5,3531000
2023-11-01 12:22:00,4212.66992,4212.66992,4211.7002,4211.70996,4051000
2023-11-01 12:21:00,4211.60986,4212.66016,4211.60986,4212.66016,4362000
2023-11-01 12:20:00,4211.39014,4211.56982,4210.47021,4211.56982,4915000
2023-11-01 12:19:00,4209.54004,4211.41992,4209.27002,4211.41016,4446000
2023-11-01 12:18:00,4209.8501,4210.20996,4209.37988,4209.56006,3526000
2023-11-01 12:17:00,4210.3501,4210.3501,4209.60986,4209.83008,3478000
2023-11-01 12:16:00,4211.25,4211.81006,4210.3501,4210.3501,3933000
2023-11-01 12:15:00,4212.2998,4212.47998,4210.79004,4211.2002,4626162
2023-11-01 12:14:00,4213.12012,4213.27979,4212.31982,4212.31982,2915061
2023-11-01 12:13:00,4213.79004,4213.97021,4213.08984,4213.1001,3289861
2023-11-01 12:12:00,4213.43994,4214.27002,4213.3501,4213.75,3152370
2023-11-01 12:11:00,4216.24023,4216.31006,4213.33008,4213.41016,4173680
2023-11-01 12:10:00,4214.68018,4216.22998,4214.68018,4216.22998,3898734
2023-11-01 12:09:00,4212.99023,4214.77979,4212.9502,4214.66992,3275887
2023-11-01 12:08:00,4215.75,4216.62012,4212.8501,4213.00977,4833748
2023-11-01 12:07:00,4217.3999,4217.56982,4215.33008,4215.75,5171253
2023-11-01 12:06:00,4215.22998,4217.33008,4215.22998,4217.33008,3434735
2023-11-01 12:05:00,4216.27002,4216.39014,4215.08008,4215.24023,3572618
2023-11-01 12:04:00,4216.7998,4217.04004,4216.16992,4216.22021,3754544
2023-11-01 12:03:00,4215.85986,4216.91992,4215.60986,4216.81006,3709623
2023-11-01 12:02:00,4215.85986,4216.5,4215.5498,4215.87988,3976544
2023-11-01 12:01:00,4217.24023,4217.25977,4215.29004,4215.89014,4377383
2023-11-01 12:00:00,4217.75977,4217.75977,4217.08008,4217.29004,3747337
2023-11-01 11:59:00,4218.81006,4219.08008,4217.70996,4217.72021,4221445
2023-11-01 11:58:00,4219.2002,4219.2002,4218.22998,4218.8501,4992189
2023-11-01 11:57:00,4219.3999,4219.4502,4218.93018,4219.2002,3968857
2023-11-01 11:56:00,4218.52979,4219.3501,4218.43994,4219.31982,3890814
2023-11-01 11:55:00,4218.70996,4218.77002,4218.31982,4218.56982,4277077
2023-11-01 11:54:00,4218.52002,4218.95996,4218.5,4218.75977,3168188
2023-11-01 11:53:00,4217.47021,4218.79004,4217.33008,4218.50977,3817587
2023-11-01 11:52:00,4216.47021,4217.52979,4216.02979,4217.52979,3727322
2023-11-01 11:51:00,4216.14014,4216.68994,4215.31982,4216.47998,4277091
2023-11-01 11:50:00,4217.29004,4217.75977,4216.18994,4216.18994,4327041
2023-11-01 11:49:00,4217.27979,4217.75,4216.81982,4217.27002,4621753
2023-11-01 11:48:00,4218.35986,4218.37012,4217.25,4217.27002,4446029
2023-11-01 11:47:00,4218.0,4218.47021,4217.41992,4218.35986,3647289
2023-11-01 11:46:00,4217.52002,4218.12012,4217.31982,4217.95996,4110428
2023-11-01 11:45:00,4217.24023,4217.70996,4216.95996,4217.68994,3758755
2023-11-01 11:44:00,4217.0,4217.22998,4216.77002,4217.20996,3350146
2023-11-01 11:43:00,4215.83008,4217.25977,4215.62988,4217.00977,4735073
2023-11-01 11:42:00,4216.49023,4216.5498,4215.58008,4215.77002,4456669
2023-11-01 11:41:00,4216.47998,4216.50977,4215.83984,4216.50977,3532556
2023-11-01 11:40:00,4215.41992,4216.62988,4215.06982,4216.50977,4910255
2023-11-01 11:39:00,4216.5498,4216.5498,4215.33984,4215.33984,3363740
2023-11-01 11:38:00,4216.37988,4217.24023,4216.20996,4216.58984,4186920
2023-11-01 11:37:00,4215.58008,4216.43018,4215.4502,4216.39014,3843358
2023-11-01 11:36:00,4215.87012,4216.12012,4215.22998,4215.4502,3948041
2023-11-01 11:35:00,4214.64014,4215.7998,4214.29004,4215.77002,4210411
2023-11-01 11:34:00,4213.74023,4214.72998,4213.5,4214.68994,4065077
2023-11-01 11:33:00,4214.91016,4215.33984,4213.54004,4213.70996,4154149
2023-11-01 11:32:00,4215.29004,4215.29004,4213.89014,4214.87988,4257815
2023-11-01 11:31:00,4213.93018,4215.58984,4213.93018,4215.33008,4770576
2023-11-01 11:30:00,4214.31006,4214.31006,4213.18994,4213.97021,3894860
2023-11-01 11:29:00,4213.54004,4214.25977,4213.25977,4214.25977,3901942
2023-11-01 11:28:00,4214.56006,4214.8999,4213.4502,4213.56006,4143993
2023-11-01 11:27:00,4215.87012,4215.87012,4214.60986,4214.60986,4307515
2023-11-01 11:26:00,4215.91016,4216.27002,4215.62012,4215.93018,3448102
2023-11-01 11:25:00,4215.72021,4216.29004,4215.52002,4215.89014,4804620
2023-11-01 11:24:00,4213.6499,4215.43994,4213.4502,4215.43994,4554148
2023-11-01 11:23:00,4213.1499,4213.72021,4213.12988,4213.6499,4501727
2023-11-01 11:22:00,4214.14014,4214.4502,4213.1499,4213.1499,4504820
2023-11-01 11:21:00,4214.43994,4215.20996,4214.0,4214.1499,5836760
2023-11-01 11:20:00,4214.95996,4214.95996,4213.8999,4214.33008,4927618
2023-11-01 11:19:00,4215.72998,4216.49023,4215.72998,4216.2002,4389646
2023-11-01 11:18:00,4216.0,4216.06006,4215.47021,4215.56982,3792999
2023-11-01 11:17:00,4216.1499,4216.47021,4215.58984,4215.97998,4478766
2023-11-01 11:16:00,4216.06982,4216.8501,4215.43994,4216.16992,4817575
2023-11-01 11:15:00,4218.41992,4218.4502,4215.66992,4216.02002,5773692
2023-11-01 11:14:00,4217.16016,4218.50977,4216.7998,4218.47021,5443829
2023-11-01 11:13:00,4216.81982,4217.56006,4216.27002,4217.16016,6260688
2023-11-01 11:12:00,4220.93018,4220.93018,4216.87988,4216.87988,6522923
2023-11-01 11:11:00,4223.49023,4223.89014,4221.14014,4221.14014,5136372
2023-11-01 11:10:00,4225.8999,4226.2002,4223.62988,4223.62988,5772420
2023-11-01 11:09:00,4225.56006,4225.93994,4225.1499,4225.81982,4068726
2023-11-01 11:08:00,4224.39014,4225.60986,4223.97021,4225.5,4645028
2023-11-01 11:07:00,4225.64014,4225.64014,4224.43994,4224.43994,4876866
2023-11-01 11:06:00,4225.7002,4225.7002,4225.18994,4225.66016,4262243
2023-11-01 11:05:00,4226.0,4226.27002,4224.93994,4225.66016,5376476
2023-11-01 11:04:00,4225.83984,4226.5498,4225.79004,4226.0,5205977
2023-11-01 11:03:00,4225.0498,4225.85986,4224.97021,4225.85986,4991533
2023-11-01 11:02:00,4223.64014,4225.16992,4223.64014,4225.06982,5473206
2023-11-01 11:01:00,4222.2002,4223.81006,4222.2002,4223.43018,5528951
2023-11-01 11:00:00,4223.31006,4223.74023,4222.06982,4222.2002,5582787
2023-11-01 10:59:00,4222.75977,4223.24023,4222.2002,4223.24023,5395888
2023-11-01 10:58:00,4222.74023,4223.04004,4221.97021,4222.72021,5450139
2023-11-01 10:57:00,4223.75977,4223.75977,4222.75,4223.00977,5040891
2023-11-01 10:56:00,4223.56006,4224.37988,4223.56006,4223.77002,5876994
2023-11-01 10:55:00,4222.37988,4223.66016,4221.8999,4223.54004,6204907
2023-11-01 10:54:00,4224.1499,4224.31982,4221.89014,4222.31982,6440641
2023-11-01 10:53:00,4223.83008,4224.02002,4223.43994,4224.02002,5584046
2023-11-01 10:52:00,4223.6001,4224.08984,4223.2002,4223.75,5296453
2023-11-01 10:51:00,4222.45996,4224.5,4222.45996,4223.6001,5524028
2023-11-01 10:50:00,4223.47998,4223.47998,4221.7002,4222.37988,5441062
2023-11-01 10:49:00,4224.1001,4224.1001,4222.89014,4223.47021,5234937
2023-11-01 10:48:00,4225.00977,4225.33008,4224.1001,4224.1001,4810839
2023-11-01 10:47:00,4228.77002,4228.77002,4225.02002,4225.02002,6606879
2023-11-01 10:46:00,4228.25,4229.33008,4228.25,4228.74023,4898160
2023-11-01 10:45:00,4226.87012,4228.45996,4226.87012,4228.18018,5966888
2023-11-01 10:44:00,4225.83008,4227.43018,4225.83008,4226.91992,5543612
2023-11-01 10:43:00,4224.64014,4226.1001,4224.60986,4225.7002,5896177
2023-11-01 10:42:00,4225.1499,4225.52979,4224.60986,4224.64014,5731644
2023-11-01 10:41:00,4224.04004,4225.2002,4224.04004,4224.97998,5281670
2023-11-01 10:40:00,4224.37988,4225.3999,4223.7002,4223.8999,5791280
2023-11-01 10:39:00,4223.4502,4224.29004,4222.68018,4224.29004,6063930
2023-11-01 10:38:00,4226.22998,4226.50977,4223.16016,4223.41016,6012640
2023-11-01 10:37:00,4224.93018,4226.18994,4224.81982,4226.18994,5713081
2023-11-01 10:36:00,4222.54004,4225.25,4222.54004,4225.06006,7777132
2023-11-01 10:35:00,4223.37012,4223.89014,4222.18018,4222.37988,7246382
2023-11-01 10:34:00,4222.58984,4223.95996,4222.58984,4223.25,6385864
2023-11-01 10:33:00,4222.64014,4223.81006,4222.64014,4222.66992,5942791
2023-11-01 10:32:00,4222.18018,4222.70996,4221.68994,4222.62012,5401992
2023-11-01 10:31:00,4223.2002,4223.33008,4221.60986,4222.06982,6627984
2023-11-01 10:30:00,4222.72021,4224.72021,4222.72021,4223.24023,6597734
2023-11-01 10:29:00,4222.62988,4223.72021,4222.6001,4222.75977,5520261
2023-11-01 10:28:00,4224.14014,4224.27979,4222.3501,4222.58008,5476560
2023-11-01 10:27:00,4223.99023,4224.6001,4223.41016,4224.16016,5354856
2023-11-01 10:26:00,4224.95996,4225.22021,4223.5498,4223.91992,6345208
2023-11-01 10:25:00,4224.68018,4225.10986,4223.5,4225.10986,7082646
2023-11-01 10:24:00,4223.35986,4224.81982,4223.10986,4224.74023,7234659
2023-11-01 10:23:00,4220.77979,4223.64014,4220.77979,4223.31006,7965485
2023-11-01 10:22:00,4217.72021,4220.68018,4217.49023,4220.68018,7031203
2023-11-01 10:21:00,4217.52002,4218.16016,4216.83008,4217.7998,5690138
2023-11-01 10:20:00,4214.10986,4217.7998,4214.10986,4217.47998,6796702
2023-11-01 10:19:00,4212.43994,4214.2998,4212.00977,4214.1001,9389600
2023-11-01 10:18:00,4212.45996,4212.70996,4211.64014,4212.47021,4990370
2023-11-01 10:17:00,4212.18994,4213.68018,4212.18994,4212.5,5931354
2023-11-01 10:16:00,4212.79004,4212.79004,4210.97998,4212.20996,6113508
2023-11-01 10:15:00,4211.72021,4213.35986,4211.72021,4212.3501,6470560
2023-11-01 10:14:00,4211.02979,4212.27002,4210.68994,4211.6499,6660857
2023-11-01 10:13:00,4206.83984,4210.87988,4206.77002,4210.87988,7467958
2023-11-01 10:12:00,4206.6001,4208.35986,4206.22998,4206.87012,5644069
2023-11-01 10:11:00,4206.4502,4207.45996,4205.52002,4206.66016,8366258
2023-11-01 10:10:00,4207.12988,4207.31006,4205.24023,4206.49023,5993906
2023-11-01 10:09:00,4206.25977,4208.2998,4206.10986,4207.14014,5768497
2023-11-01 10:08:00,4205.68994,4206.31982,4204.6499,4206.14014,6943835
2023-11-01 10:07:00,4206.87012,4207.97021,4205.47021,4205.77979,6576641
2023-11-01 10:06:00,4204.58984,4206.91992,4203.20996,4206.91016,7702070
2023-11-01 10:05:00,4208.66992,4209.79004,4204.56006,4204.58984,8125186
2023-11-01 10:04:00,4209.37988,4209.91016,4208.18018,4208.56006,6067575
2023-11-01 10:03:00,4210.16016,4211.83984,4209.31982,4209.33008,6949802
2023-11-01 10:02:00,4210.83008,4212.22021,4210.1499,4210.37012,7376513
2023-11-01 10:01:00,4207.75977,4210.8999,4207.75977,4210.8999,6947844
2023-11-01 10:00:00,4205.99023,4212.7002,4205.99023,4207.8999,10156115
2023-11-01 09:59:00,4205.18994,4206.85986,4205.12988,4206.1499,4825426
2023-11-01 09:58:00,4207.0498,4207.37012,4205.04004,4205.27002,5548417
2023-11-01 09:57:00,4206.06006,4207.68994,4205.87012,4207.06006,6080957
2023-11-01 09:56:00,4207.7998,4207.7998,4205.7002,4206.02002,6321484
2023-11-01 09:55:00,4208.08008,4208.2998,4207.3501,4207.83008,6383185
2023-11-01 09:54:00,4207.6001,4209.10986,4207.18994,4208.31982,6481309
2023-11-01 09:53:00,4206.5,4207.6001,4205.91992,4207.6001,6649908
2023-11-01 09:52:00,4208.20996,4208.50977,4206.29004,4206.52979,7690658
2023-11-01 09:51:00,4207.81006,4208.75977,4207.49023,4208.24023,6522037
2023-11-01 09:50:00,4208.75,4209.41016,4207.72021,4207.79004,6937108
2023-11-01 09:49:00,4208.52979,4209.0,4206.72021,4208.7002,7101880
2023-11-01 09:48:00,4205.31006,4208.52002,4205.31006,4208.52002,7800200
2023-11-01 09:47:00,4205.52979,4206.6001,4204.45996,4205.12012,7760885
2023-11-01 09:46:00,4201.27002,4205.1499,4200.47998,4205.1499,9206836
